,Post,Labels Set
4406,দীর্ঘ সময়ে দীর্ঘ সময়ে দীর্ঘ সময়ে দীর্ঘ সময়ে দীর্ঘ সময়ে দীর্ঘ সময়ে দীর্ঘ সময়ে দীর্ঘ সময়ে দীর্ঘ সময়ে দীর্ঘ সময়ে দীর্ঘ সময়ে দীর্ঘ সময়ে দীর্ঘ সময়ে দীর্ঘ সময়ে দীর্ঘ সময়ে দীর্ঘ সময়ে দীর্ঘ সময়ে দীর্ঘ সময়ে দীর্ঘ সময়ে দীর্ঘ সময়ে দীর্ঘ সময়ে দীর্ঘ সময়ে দীর্ঘ সময়ে দীর্ঘ সময়ে দীর্ঘ সময়ে দীর্ঘ সময়ে দীর্ঘ সময়ে দীর্ঘ সময়ে দীর্ঘ সময়ে দীর্ঘ সময়ে দীর্ঘ সময়ে দীর্ঘ সময়ে দীর্ঘ সময়ে।,non-hostile
4407,এই ভিডিওটি ভারতের একটি হাসপাতালে।,fake
4408,আইওডিয়া প্রস্তুতপরি আইওডিয়াকে ঈশ্বরের রঙে রঙে রঙে রঙে রঙে রঙে রঙে রঙে রঙে রঙে রঙে রঙে রঙে রঙে রঙে রঙে,fake
4409,"জাতীয় কৃষি উন্নয়নের পরিকল্পনা অনুযায়ী, সংশ্লিষ্ট জাতি জনসংখ্যার গ্রামে পানি সংগ্রহ संरचनाগুলি নির্মাণ এবং হালদি প্রক্রিয়াকরণ ইউনিটের মাধ্যমে সংশ্লিষ্ট জাতির কৃষকদের আত্মবিশ্বাসিত করার জন্য প্রশিক্ষণ দেয়া এবং ফলবিশ্বাসের পরিকল্পনাও প্রদান করা হচ্ছে।",non-hostile
4410,#Kanpur - বেরার অপহরণ কান্ডে বড় খোঁজ কানপুর জাহান্নামের চিতার নাম সামনে এসেছিলেন মানব অঙ্গ ত্রাকের সাথে সম্পর্কিত বলেছিলেন চিতার অভিযোগকারীরা চিতার নাম গ্রহণ করেছিলেন সজিতের পরিবারের সামনে নাম গ্রহণ করেছিলেন সজিতকে বিক্রি করতে চাইছিলেন অপহরণকারী।,non-hostile
4411,ট্রাম্প শয়তান সেনাবাহিনীকে মন্দ বলেছিলেন! এখন ফক্স নিউজের রিপোর্টারের উপর ফুটা नाराज জানুন কী ঘটনা -#USElection2020 https//tco/LYdFbLmdpf,non-hostile
4412,আল্লাহর বাইরে কেউ থেকে ভয় পায়নি বা হুমকি দেয়নি যে কেউকে ভয় পায় সে যান এবং এফআইआर করে দেয়.এবং পুলিশের ভয় থেকে रिश्तेदारের বাড়ি কেন গোপন হয়ে গিয়েছিল.আমরা আজই জানি যে কোথাও গোপন হয়ে গিয়েছিল অথবা পুলিশ থেকে কেউ বের হতে পারে না. ধন্যবাদ @Uppolicehttps//tco/Vzpk5xOeI4,"defamation,hate"
4413,RT @ARSHIKHAN0786 এই সাবারকারগোজেকে জীবিত রাখতে চান কিন্তু আমরাও গান্দি নেহু আব্দুল হমিদ সুभाष चन्द्र বোস এবং भगत सिंहকে মারা যায় না।,offensive
4414,হাইড্রাব্যাডে गणेश জেরের মুসলিমরা হাইড্রাব্যাডে হাইড্রাব্যাডে হাইড্রাব্যাডে হাইড্রাব্যাডে হাইড্রাব্যাডে হাইড্রাব্যাডে হাইড্রাব্যাডে হাইড্রাব্যাডে হাইড্রাব্যাডে হাইড্রাব্যাডে হাইড্রাব্যাডে হাইড্রাব্যাডে হাইড্রাব্যাডে হাইড্রাব্যাডে হাইড্রাব্যাডে হাইড্রাব্যাডে হাইড্রাব্যাডে হাইড্রাব্যাডে হাইড্রাব্যাডে হাইড্রাব্যাডে হাইড্রাব্যাডে হাইড্রাব্যাডে হাইড্রাব্যাডে হাইড্রাব্যাডে হাইড্রাব্যাডে হাইড্রাব্যাড,fake
4415,আমার ভাই তাদেরকে মন্দির বানানোর কথা বলতেন তবে আপনি তো উন্নয়ন করতে কথা বলছেন দেখতে नाराज হবেন না উন্নয়নের নেমে শুনতে আমার ভাই।,hate
4416,এই দুটি কোম্পানি দেবে 2000 জনের কাজ শুরু হয়েছে প্রস্তুতিhttps//tco/zgmGHJoeN6 via @NavbharatTimes #Bengaluru #Jobs https//tco/D5OsmpahuY,non-hostile
4417,রেটিং মিথ্যা সত্য সত্য সত্য সত্য সত্য সত্য সত্য সত্য সত্য সত্য সত্য সত্য সত্য সত্য সত্য সত্য,fake
4418,"ভারতের খুঁজে পেয়েছিলেন ভাস্কো ডি গামা, কে লিখেছিলেন ভারত, তাই আগে থেকেই বাস্তবায়িত থিও প্রথমবার ভারত এসেছিলেন থিওগাদা সালেমি।",offensive
