,Post,Labels Set
2430,This is the Indian spy aircraft that the Nepalese army has destroyed.,fake
2431,Raul Gandhi - Maa I'm going to do what next 4 years Sonia Gandhi - son TV rechargeed is sitting small theme watch😂😂😂😂😂,hate
2432,This new revelation has increased difficulties #USElection https//tco/AQ8cW5ORg2,non-hostile
2433,What is the security of the Wi category Who gets this special security#KangnaRanaut https//tco/jXYJC6avO5,non-hostile
2434,Amroha Police Action Raw Wine Making Gram Prime Including Three Colored Hands Arrested HTTPS//tco/XFInxaTaVq,non-hostile
2435,This is the greatest birthday gift in my 52 years of life yet. all of you very much thanks and people still give oximeter gifts so that we can reach more and more villages. we try to save the lives of more and more people. https//tco/BssHd8gCvj,non-hostile
2436,"Abdullah Mufti Communist Congress held a meeting that 370 will restore when they come to power, so I say Congress free India is necessary.",defamation
2437,"In honor of your services to the nation, you were honoured with the top honour of India. The parliament of India honoured you with the honour of the best parliament for your contribution.",non-hostile
2438,"Mr. Arya expressed his condolences to the sorrowful family, saying that God should give the families the power to suffer the sorrow in this hour of crisis.",non-hostile
2439,#YuvaDislikeModi #Development_Gayeb_This government can do anything - Ind Pak T20 can vote in the name of a political party can take the credit of heroic youths and take the fee of 1500-1500 rupees for filling the form from unemployed youths.,defamation
2440,"In Jammu-Kashmir protecting the asmith of the nation, the Cannouz resident @BSF_India's young Mr. Vir Pall Singh's heroic shurry and sacrifice is named.Your sacrifice is unparalleled.This heroic is unforgettable.Northern Territory is proud of you.Jay Hindu!",non-hostile
2441,RT @Nehaa7300 now who is spreading the rumors that the people in the dark language call the village the only offer.,offensive
2442,India's unemployment rate figures once again started to scare compared to July in August figures have again raised people's concern#HindiNewshttps//tco/8XgI0xGfMq,non-hostile
2443,RT @Khushi_new the way the Indian People's Party is disturbing the farmers and youth seems that the party is never going to be his government.,hate
2444,This is Mohammed Afrouz. the most dangerous of the time in Delhi was a violent victim under the age of 18 in the case of rape. the law of the country liberated because he was then a minor.,fake
2445,Former President Pernab Mukherjee died at the age of 84 India Rathna Honored Pernab Mukherjee worked as the 13th President of India from 2012 to 2017A look at the political journey of former President #PranabMukherjeehttps//tco/NmgtiGRwff https//tco/GSsBvjYGwQ,non-hostile
2446,This night the guests will come to the sleep of the secure.Today they have hunted an innocent.,offensive
2447,Fiveth Avatar of God Vithru congratulates you all on the glory of the Lord Vithru G. The grace of God Vithru G. You all remained forever. https//tco/WaeIwsTTrg,non-hostile
2448,Central Ministry expressed regret for the death of former President #PranabMukherjee▶️https//tco/olFnBPQnM8,non-hostile
2449,The price and specifications of the Moto G9 Plus leak before launch https//tco/Q0xQzxVyeD https//tco/ALLrrBcJaY,non-hostile
2450,Fighting from Gujarat to marry a lover came diamond business daughter father took this step@kumarprakash4u's reporthttps//tco/qfO8C0XhTR,non-hostile
2451,"With the purpose of Islamization, Nehru put section 37035a and separated Kashmir from India, Thamoudi G. has abolished it and met Kashmir again in India, now Congress wants to separate Kashmir from India again, so why not let us eliminate Kashmir alone.",hate
2452,"After all the evidence was even so late in finding justice why the life of the sadds will no longer be meaningful in Hinduistan, the government has also forgotten and people too, but we will not forget nor let them forget.",hate
2453,A letter to ChouhanShivraj for the resolution of the problems that occur to 30594 applicants selected in HST-MST.@msisodia @AapKaGopalRai @Anand081013 https//tco/GUQRgMSxD7,non-hostile
2454,The South American united leftist party has protested the attack on the Jadvpur University campus by BJP's guards and guards leader Babul Suprio. BJP's outbreak is not only in the country but also abroad.,fake
2455,India China tensions between Foreign Minister S Jaishankar and Defense Minister Rajnat Singh will take part in SCO meetinghttps//tco/HbKgGcmRUE,non-hostile
2456,Do read https//tco/9ABzGF0HTM https//tco/k81WIYD88y,non-hostile
2457,#PetrolDieselPrice last 15 days 167 rupees expensive petrol know today rathttps//tco/eaA2PsTVLI,non-hostile
2458,The General Directorate of Civil Aviation has extended the ban on the regular operation of international commercial flights to 30 September @DGCAIndia said this ban will not apply to cargo international flights and approved flights https//tco/ggP5VFJSg1,non-hostile
2459,Delhi police has made Tajir Hussein the master mind of the Delhi struggles in its charge sheet while the whole country is the people that the struggles who made real struggles yet the police did not ask until I think that Tajir Hussein has only been punished to be a Muslim.,non-hostile
2460,"India is becoming a country where anyone can challenge the government by raising the mouth, because the government is quietly listening and negotiating, then whether it is China, whether Pakistan wants Turkey or a small Nepal.",hate
2461,"In his statement, Gurov Arya denied that he ever sold any kind of drug to #RheaChakrabortyhttps//tco/bfBRxllPus",non-hostile
2462,#KanganaRanaut has openly accused #KaranJohar of being the main guilty of the movie mafia@KanganaTeam @PMOIndia https//tco/a8axoKPEjH,non-hostile
2463,CMERI DurgaPur has planted a giant solar tree in its residential colony is being claimed to be the world’s largest solar treehttps//tco/heNmr2Taqr,non-hostile
2464,What is the name of the doctor who is GodThat is the time of the Corona who is trafficking organs please take it in knowledge @myogiadityanath @anjanaomkashyap @JagranNews @Aamitabh2 @AmarUjalaNews @AmitShah @ndtv @BJP4UP https//tco/UzFu0oVSUQ,non-hostile
2465,Ex-President of India Rinth Respectful Probud Mukherjee's death news. Experienced skilled and visionary politicians in addition to Probud Da Wissenschaft were sensitive and popular leaders. Their life is the end of an age. https//tco/XqRjcmzWZc,non-hostile
2466,#RishiKapoor had called his son #RanbirKapoor to the ICU Ward at midnight.https//tco/dhASWMwS8V,non-hostile
2467,@rao562monu @Mahavee55091344 @Dr_JyotiM @sambitswaraj ha G absolutely right thing said you have all these congress sword congress dog farmers are misleading no congress asks what in 70 years has been done for farmers will not be answered by a congress dog.,hate
2468,169 days later re-started Metro people showed happiness Corona Protocol strictly follow#DelhiMetro #MetroInDelhi #DMRChttps//tco/6Lnlkqjv9r,non-hostile
2469,Earthquake of approximately 35 intensity in Mumbai was felt by NCShttps//tco/1OjAhlJkSo,non-hostile
2470,#Onna_Rap_Kand guilty BJP MLA #Kuldip_Sinh_Sengers received from the High CourtJust now the question arises that the judge who has given the gift if the victim is the daughter of the same judge even if the judge gives the gift if this Havana killed the whole gift of the victim yet the judge did not desire@HansrajMeena,"hate,offensive"
2471,PM Modi gave honor #PranabMukherjee #PranabDaLastRites https//tco/uor0kUfejF,non-hostile
2472,#BREAKING DIPESH SANWAT is being taken to the local court of Mumbai see Republic of India on #LIVE https//tco/G945HvzM0ZYouTube live TVhttps//tco/P8bk9R5TiX https//tco/tMatB8qpAo,non-hostile
2473,More than 90 percent of applications were taken back from increased investors and entrepreneurs on the satisfaction of entrepreneurs. https//tco/xpBh2I45GJ,non-hostile
2474,Al Jazeera Media Network condemns in hard words efforts to abuse the network as a propaganda of anti-India and anti-Hindu emotions.,fake
2475,#ENGvAUS World Champions out of the World Cup in the final England will now be from New Zealand title Janghttps//tco/SCTin0VGns #WeAreEngland #CWC19 @englandcricket @CricketAus https//tco/ee4cZ4yxY4,non-hostile
2476,A freedom warrior's son Pernub Mukherjee's journey to become president #PranabMukherjee https//tco/sN2poxjYUv,non-hostile
2477,@ChirangbGb @VEERU2121 @kpsharmaoli only then you come to shedding your mother in India Sally Nakke Nagge Sally Nepal is a country of fick expensive your father China has occupied the whole Nepal and you like Sally vacant India looks like you,"defamation,hate"
2478,Bollywood's hero Amitab Baby Chen always appreciates the good work of others and congratulates them for the good work of his friends@SrBachchan @ManishPaul03https//tco/1e2vHYNvf3,non-hostile
2479,The central government has banned all government employment. no longer there will be appointments of employees in any government department or ministry.,fake
2480,"That is, in which we talk about the economy India Tude Hindi's editor Anshuman Tivari with Amazon Google Facebook is taking action in the U.S. Why the Indian market is towards monopoly Reliance Geo @anshuman1tiwari @Siddhantmt https//tco/CMRIFJvckN",non-hostile
2481,Bihar government land to establish the statue of the temple and Baba Saheeb in two sides JUMKAR MARPETHTTPS//tco/r2urJ9NTer,non-hostile
2482,Xiaomi will launch today Mi TV Horizon Edition can get these damaging featureshttps//tco/dlarMKma8s https//tco/6jlEJVSZP3,non-hostile
2483,"In Karnataka LIVE Updates SC, hearing starts and will talk about what to study the speaker in a line's resignationhttps//tco/obQt86aR4P https//tco/lvqFlLPMiS",non-hostile
2484,Narendra Modi's mind's thing is being done on YouTube Unlike https//tco/ttmkQu7iAw,non-hostile
2485,#Masterstroksupreme Court that gave five acres of land Sunny Wake Board made a decision on it will be the Babri Hospital that will provide an equal free facility to AIIMS,fake
2486,@Pilot_Arvind @Gauraw2297 @itsmeFSL Leave all https//tco/XurxGtGKSi,non-hostile
2487,RT @Nehaa7300 people wanted a cure for Corona they gave a curse called Kangana,"fake,offensive"
2488,Kona's Testing in Delhi -Today two important events occurred1 in Delhi Testing rate decreased by 2400 rupees2 from today in Delhi Rapid Antigen Testing began whose results come in 15 minutesI hope that now the people of Delhi will not have any problem with Testing,non-hostile
2489,Yogi Adityanath #TeachersDayhttps//tco/0T9I56vhrR,non-hostile
